dosen,judul
HERMAWAN SETIAWAN,Male Female Voice Recognition As An Initial Design For Voice Authentication Alternatives
HERMAWAN SETIAWAN,Sistem Informasi Covid-19 Berbasis Mobile Dengan Framework Flutter dan Application Programming Interface (API)
HERMAWAN SETIAWAN,Analysis of Centralized vs Decentralized Electronic Voting
HERMAWAN SETIAWAN,Development of Final Year Project System (FIPOS) Based on Website with One-Time Password
HERMAWAN SETIAWAN,Best Practice Layer 2 Security for remote Vocational Education
HERMAWAN SETIAWAN,Risk Comparative Analysis Based on SEI CERT Secure Coding Standard in C++ and Java Programming Languages
HERMAWAN SETIAWAN,Cyber Threat Intelligence as an Knowledge Sharing Platform
HERMAWAN SETIAWAN,Modified RNP Privacy Protection Data Mining Method as Big Data Security
HERMAWAN SETIAWAN,Implementation of Lashkari et al Scheme and Convergent Encryption on Cloud-Based Secure Deduplication Application
HERMAWAN SETIAWAN,Implementation of Multi-Entry Onscreen Keyboard Model on Android-Based Mobile Application to Prevent Shoulder Surfing Attack
HERMAWAN SETIAWAN,2020 3rd International Conference on Information and Communications Technology (ICOIACT)
HERMAWAN SETIAWAN,Implementation the Mutual Authentication with Key Agreement Scheme for Securing Web-Based E-prescribing System
HERMAWAN SETIAWAN,Kajian Penerapan Tanda Tangan Elektronik pada Proses Pembuatan dan Verifikasi Berita Kementerian Luar Negeri dengan Perwakilan Republik Indonesia
HERMAWAN SETIAWAN,Efisiensi Program Tuna Netra Berdaya Tangerang Selatan Berbasis Modal Kerja Zis (Studi Pada Masyarakat Mandiri–Dompet Dhuafa)
HERMAWAN SETIAWAN,Studi komparasi tingkat kepuasan nasabah terhadap pelayanan di unit customer service dan teller Bank Syariah Mandiri Cabang Pondok Indah
HERMAWAN SETIAWAN,Kajian algoritma montgomery dan implementasinya pada keamanan jaringan komputer
HERMAWAN SETIAWAN,Pemodelan regresi data panel untuk rasio keuangan price earning ratio pada perusahaan sektor properti di bei tahun 2008-2012
HERMAWAN SETIAWAN,Pemrograman Linier dengan Data Bersifat Rahasia
HERMAWAN SETIAWAN,Preferensi masyarakat dalam memilih kendaraan bermotor roda dua
HERMAWAN SETIAWAN,Analisis Percobaan Multilokasi Menggunakan Metode Mixed Additive Main Effect Multiplikatif Interaction (M-Ammi)(Studi Kasus Produksi Padi Hibrida di Jawa Tengah Tahun 2007)
HERMAWAN SETIAWAN,Penggunaan kriptosistem kurva eliptik elliptic curve crypthosystem ecc pada perukaran kunci diffie-helman
HERMAWAN SETIAWAN,Pendugaan intensitas curah hujan maksimum dengan generalized pareto distribution studi kasus: intensitas curah hujan kota semarang periode 2001-2011
HERMAWAN SETIAWAN,Pengaruh faktor-faktor jual beli kredit terhadap prilaku ibu rumah tanggah di kota Tembilahan
HERMAWAN SETIAWAN,Aplikasi Rekresi Ridge Untuk Mengatasi Multikolinearitas Pada Data APBN Tahun 1976-2007
HERMAWAN SETIAWAN,Model credit scoring untuk proses analisa kelayakan fasilitas kredit
HERMAWAN SETIAWAN,Faktor-Faktor yang Mempengaruhi Prestasi Belajar Mahasiswa Sekolah Tinggi Sandi Negara Tahun Akademik 2010/2011
HERMAWAN SETIAWAN,Aplikasi cox proportional hazard model di asuransi jiwa: studi kasus pada AJB Bumiputra
HERMAWAN SETIAWAN,"Analisis korespondensi hubungan antara kondisi sekolah, tenaga pengajar, dan sarana belajar terhadap prestasi sekolah: studi kasus SMA dan SMK Jakarta Selatan 2010"
HERMAWAN SETIAWAN,Konsep kelayakan nasabah dalam pengajuan pembiayaan KPR Syariah bersubsidi (studi kasus pada BTN Syariah)
HERMAWAN SETIAWAN,"Pengaruh rasio earning per share terhadap risiko finansial Bank Syariah: studi pada pt. Bank syariah muamalat indonesia, tbk"
HERMAWAN SETIAWAN,Analisis pemprosesan digital signature menggunakan fungsi hash MD5
HERMAWAN SETIAWAN,Analissi kebutuhan guru menngunakan biplot: studi kasus smk dki jakarta 2009
HERMAWAN SETIAWAN,Analisis Kebutuhan Pendidikan dan Pelatihan (Diklat) dalam Rangka Meningkatkan Kompetensi Pegawai pada Deputi Bidang Pengkajian Persandian (Deputi III) Lembaga Sandi Negara
SETIYO CAHYONO,Panduan praktis pemrograman database menggunakan mysql dan java
SETIYO CAHYONO,Perbandingan Nilai Akurasi Snort dan Suricata dalam Mendeteksi Intrusi Lalu Lintas di Jaringan
SETIYO CAHYONO,Digital forensic analysis on caller ID spoofing attack
SETIYO CAHYONO,Analisis Aplikasi Cryptowallet Tiruan Terhadap Indikasi Android Malware
SETIYO CAHYONO,Implementation of Distributed Attack Penetration Testing Automation Using Dynamic Infrastructure Framework Axiom on Web-Based Systems
SETIYO CAHYONO,Desain gamifikasi sebagai media pembelajaran untuk memotivasi pelajar dalam meningkatkan cyber security awareness terhadap phishing
SETIYO CAHYONO,Perancangan Modul Praktikum dan Laboratorium Virtual Simulasi Security Operation Center Sebagai Sarana Pembelajaran Keamanan Siber
SETIYO CAHYONO,Analisis forensik digital aplikasi whatsapp business pada smartphone berbasis android menggunakan NIST SP 800-101 rev 1
SETIYO CAHYONO,Implementasi Otomasi Uji Penetrasi Serangan Terdistribusi Menggunakan Dynamic Infrastructure Framework Axiom pada Sistem Berbasis Web
SETIYO CAHYONO,Analisis Forensik Digital Aplikasi Rocket. Chat pada Smartphone Android Berdasarkan NIST SP 800-101 Rev1
SETIYO CAHYONO,Analisis komparatif hasil forensik tools penghapus file pada windows
SETIYO CAHYONO,Analisis integrasi security information and event management (SIEM) dan intrusion detection system (IDS) dalam mendeteksi serangan berbasis Evasion Technique
SETIYO CAHYONO,Implementasi Wireless BadUSB Sebagai Perangkat Otomatisasi untuk Melakukan Multi-Step Attack Menggunakan P4Wnp1 pada Raspberry Pi Zero W
SETIYO CAHYONO,Analisis forensik digital fitur disappearing message pada aplikasi instant messaging berbasis android berdasarkan NIST 800-101 rev 1
SETIYO CAHYONO,Analisis Bukti Forensik Digital Aplikasi Video Conference Google Meet dan Zoom pada Sistem Operasi Android 10 Berdasarkan NIST SP 800-101 R1
SETIYO CAHYONO,Security Assessment Pada aplikasi Web Sipentas Milik Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu (DPMPTSP) Kota Tasikmalaya
SETIYO CAHYONO,Implementasi Skema SecLaaS-RW dalam Membuat Aplikasi Secure Logging
SETIYO CAHYONO,Evaluasi Layanan Kriptografi pada Perangkat Berbasis Android
SETIYO CAHYONO,Analisis Kebutuhan Pengamanan E-Mail Sebagai Upaya Pengamanan Pertukaran Informasi di Pusat Data dan Informasi Kementerian Pertahanan RI
SETIYO CAHYONO,Pembangunan Aplikasi Keamanan SIM SDM Persandian di Lingkungan TNI
SETIYO CAHYONO,Analisis Kebutuhan Penyelenggaraan Persandian yang Efektif Dan Efisien di Wilayah Perbatasan
SETIYO CAHYONO,SECURE E-MAIL APPLICATION SOFTWARE FOR GOVERNMENT IN INDONESIA
NURUL QOMARIASIH,Peramalan Kasus Covid-19 di DKI Jakarta dengan Model Arima
NURUL QOMARIASIH,Identifikasi Malware Android Menggunakan Pendekatan Analisis Hibrid Dengan Deep Learning
NURUL QOMARIASIH,Deteksi masker wajah menggunakan deep transfer learning dan augmentasi gambar
NURUL QOMARIASIH,Twitter bot account detection using supervised machine learning
NURUL QOMARIASIH,Analisis Gerombol Simultan dan Jejaring Farmakologi antara Senyawa dengan Protein Target pada Penentuan Senyawa Aktif Jamu Anti Diabetes Tipe 2
NURUL QOMARIASIH,Jamu informatics: A new perspective in jamu research
NURUL QOMARIASIH,Analysis of SQL injection attack detection and prevention on MySQL database using input categorization and input verifier
NURUL QOMARIASIH,Rancang Bangun Aplikasi Event Management Untuk Manajemen Data Peserta KLiKS Dengan Secure Web Api Berdasarkan OWASP API Top Ten 2019
NURUL QOMARIASIH,Comparative Analysis of Recovery Tools For Digital Forensic Evidence Using NIST Framework 800-101 R1
NURUL QOMARIASIH,Detection Model for URL Phishing with Comparison Between Shallow Machine Learning and Deep Learning Models
NURUL QOMARIASIH,Soceng Warriors: Game-Based Learning to Increase Security Awareness Against Social Engineering Attacks
NURUL QOMARIASIH,Comparative Analysis of Deep Learning Models for Web Defacement Detection Based on Textual Context
NURUL QOMARIASIH,Penerapan Gamifikasi dan Personal Extreme Programming pada Aplikasi Ensiklopedia terkait Secure Coding Berbasis Android
NURUL QOMARIASIH,Implementasi K-Means Clustering Analysis untuk Mengelompokkan Kelurahan-Kelurahan Di DKI Jakarta Berdasarkan Jumlah Positif Covid-19.
NURUL QOMARIASIH,Analisis Gerombol Simultan Dan Jejaring Farmakologi Pada Penentuan Senyawa Aktif Jamu Anti Diabetes Tipe 2.
NURUL QOMARIASIH,Ngintip. in: Implementation of Machine Learning Based on Google&#39;s Teachable Machine and Waterfall Method to Detect Shoulder Surfing Attack
NURUL QOMARIASIH,Security Analysis on Websites Belonging to the Health Service Districts in Indonesia Based on the Open Web Application Security Project (OWASP) Top 10 2021
NURUL QOMARIASIH,Pembelajaran Anti Phising Melalui Media Edukasi Berupa Game Framework Di SMK Negeri 1 Negara
NURUL QOMARIASIH,Deteksi serangan web defacement menggunakan deep learning
NURUL QOMARIASIH,Uji penetrasi sistem keamanan berbasis OWASP web security testing guide (WSTG) V4. 2 dan NIST SP 800-115 pada layanan mail sanapati milik Badan Siber dan Sandi Negara
NURUL QOMARIASIH,Rancang Bangun Social Network Analysis Tools
NURUL QOMARIASIH,Penerapan Tanda Tangan Digital dan Secure Coding Berdasarkan OWASP pada Sistem E-Control Tugas Akhir
NURUL QOMARIASIH,Rancang bangun cyber security maturity (CSM) tools multi-platform app sebagai inovasi layanan Direktorat Keamanan Siber dan Sandi Industri
NURUL QOMARIASIH,PDFalse: aplikasi deteksi evasive malicious portable document format berbasis machine learning
NURUL QOMARIASIH,Implementasi Game-Based Learning Berbasis Android untuk Meningkatkan Security Awareness Dari Serangan Social Engineering dengan Menerapkan Octalysis Gamification Framework
NURUL QOMARIASIH,Analisis keamanan pada website milik Dinas Kesehatan Kabupaten Oku Timur berdasarkan open web application security project (OWASP) Top 10 2021
NURUL QOMARIASIH,Garch Modeling for Volatil Data: Air Pollution Standard Index in DKI Jakarta as A Parameter in Secure Smart City Development
NURUL QOMARIASIH,Desain PRNG Berbasis Fungsi Hash Menggunakan GIMLI
NURUL QOMARIASIH,Pengantar Teknologi Informasi &amp; Komunikasi
NURUL QOMARIASIH,Analisis Ragam Daya Gabung dan Resiprokal Bobot Biji Jagung dalam Persilangan Dialel Lengkap
NURUL QOMARIASIH,Program Intensif Pemberantasan Buta Huruf Arab Dan Pengembangan Potensi Diri Pada Ibu-Ibu Duafa Serta Khadimat (Petugas Kebersihan) Lingkar Kampus IPB Darmaga
PRASETYO ADI WIBOWO PUTRO,Model and implementation of rice supply chain management: A literature review
PRASETYO ADI WIBOWO PUTRO,An authentic and secure printed document from forgery attack by combining perceptual hash and optical character recognition
PRASETYO ADI WIBOWO PUTRO,"Initial cybersecurity framework in the new capital city of Indonesia: factors, objectives, and technology"
PRASETYO ADI WIBOWO PUTRO,Comparison of LSTM architecture for malware classification
PRASETYO ADI WIBOWO PUTRO,Physical document validation with perceptual hash
PRASETYO ADI WIBOWO PUTRO,Comparison of implementation tiny encryption algorithm (TEA) and advanced encryption standard (AES) algorithm on android based open source Cryptomator library
PRASETYO ADI WIBOWO PUTRO,Pemrograman Terstruktur
PRASETYO ADI WIBOWO PUTRO,Implementation of the park schema on user authentication services using password-based web codeigniter library to overcome man in the middle attack
PRASETYO ADI WIBOWO PUTRO,Review of Security Principles and Security Functions in Critical Information Infrastructure Protection&#39;&#39;
PRASETYO ADI WIBOWO PUTRO,Implementation of two factor authentication (2FA) and hybrid encryption to reduce the impact of account theft on android-based instant messaging (IM) applications
PRASETYO ADI WIBOWO PUTRO,Measuring the effect of Users&#39; Privacy Concerns on the Use of Jakarta Smart City Mobile Application (JAKI)
PRASETYO ADI WIBOWO PUTRO,"Evaluating the People, Process, and Technology Priorities for NIST Cybersecurity Framework Implementation in E-Government"
PRASETYO ADI WIBOWO PUTRO,Pinpointing factors in the success of integrated information system toward open government data initiative: A perspective from employees
PRASETYO ADI WIBOWO PUTRO,"Threats, vulnerabilities and security functions in critical information infrastructure"
PRASETYO ADI WIBOWO PUTRO,Correlation Between Motivation and Achievement of Competencies in the Hands-On Learning Method
PRASETYO ADI WIBOWO PUTRO,Secure mobile payment based on elliptic curve cryptography
PRASETYO ADI WIBOWO PUTRO,Framework for critical information infrastructure protection in smart government: a case study in Indonesia
PRASETYO ADI WIBOWO PUTRO,a Systematic Literature Review on Open Government Data: Challenges and Mapped Solutions
PRASETYO ADI WIBOWO PUTRO,Public response to the legalization of the criminal code bill with twitter data sentiment analysis
PRASETYO ADI WIBOWO PUTRO,The Architecture for Rice Stock Information System in Indonesia
PRASETYO ADI WIBOWO PUTRO,Designing the QuickCash Payment System prototype by using cash withdrawal services through minimarket as an alternative solution for secure money transfer from bank customers …
PRASETYO ADI WIBOWO PUTRO,Designing and Building Disposition-EL Application by Applying AES-256 and RSA-2048
PRASETYO ADI WIBOWO PUTRO,"Initial Cybersecurity Framework in the New Capital City of Indonesia: Factors, Objectives, and Technology. Information 2022, 13, 580"
PRASETYO ADI WIBOWO PUTRO,Accuracy comparison methods between putro’s method with husain’s method for validating damaged physical documents
PRASETYO ADI WIBOWO PUTRO,Fake Twitter Message Identification Using ECDSA Message Validation
PRASETYO ADI WIBOWO PUTRO,E-Government Issues in Developing Countries Using TOE and UTAUT Frameworks: A Systematic Review
PRASETYO ADI WIBOWO PUTRO,Investigating E-Government Adoption: The Intention to Use MyASN Application by Indonesian National Civil Service Agency (NCSA)
PRASETYO ADI WIBOWO PUTRO,Information System Approaches in Cybersecurity
PRASETYO ADI WIBOWO PUTRO,Cybersecurity of Sensors on Smart Vehicles: Review of Threats and Solutions
PRASETYO ADI WIBOWO PUTRO,"Analysis of faculty of electrical engineering and informatics building energy use intensity in pardubice, czech"
PRASETYO ADI WIBOWO PUTRO,User Acceptance Research on The Legal Documentation and Information Network Platform in Majalengka Government
PRASETYO ADI WIBOWO PUTRO,Design Validation System and Legalized Document Using E-Certificate Application
PRASETYO ADI WIBOWO PUTRO,RANCANGAN PENGAMANAN SISTEM INFORMASI PADA PERANGKAT ANDROID
SA'AADAH SAJJANA CARITA,Pollard Rho Algorithm for Elliptic Curves Over with Negation and Frobenius Map
SA'AADAH SAJJANA CARITA,"POLLARD RHO ALGORITHM FOR ELLIPTIC CURVES OVER GF (2^ sup n^) WITH NEGATION MAP, FROBENIUS MAP AND NORMAL BASIS"
SA'AADAH SAJJANA CARITA,Modifikasi Tanda Tangan Digital Pada Skema Esign Berbasis Kurva Eliptik
SA'AADAH SAJJANA CARITA,Finding Collisions in Block Cipher-based Iterative Hash Function Schemes Using Iterative Differential.
SA'AADAH SAJJANA CARITA,MODIFICATION OF POLLARD RHO ALGORITHM USING NEGATION MAPPING
SA'AADAH SAJJANA CARITA,A Modified Zero-Knowledge Scheme from Bilinear Pairing for Securing Multiple Secret Values
SA'AADAH SAJJANA CARITA,Serangan Aljabar pada Algoritme S-IDEA dan Miniatur S-IDEA
DIMAS FEBRIYAN PRIAMBODO,Instrumentation system for data acquisition and monitoring of hydroponic farming using ESP32 via Google Firebase
DIMAS FEBRIYAN PRIAMBODO,Metode Prototype pada Sistem Informasi Manajemen Tugas Akhir Mahasiswa Berbasis Website
DIMAS FEBRIYAN PRIAMBODO,Penetration Testing Web XYZ Berdasarkan OWASP Risk Rating
DIMAS FEBRIYAN PRIAMBODO,Infrastructure as Code for Security Automation and Network Infrastructure Monitoring
DIMAS FEBRIYAN PRIAMBODO,Mobile Health Application Security Assesment Based on OWASP Top 10 Mobile Vulnerabilities
DIMAS FEBRIYAN PRIAMBODO,iOS Digital Evidence Comparison of Instant Messaging Apps
DIMAS FEBRIYAN PRIAMBODO,Comparative analysis of evolutionary-based maximum power point tracking for partial shaded photovoltaic
DIMAS FEBRIYAN PRIAMBODO,Sosialisasi Kesadaran Keamanan Di Komunitas Langsungenak
DIMAS FEBRIYAN PRIAMBODO,"Analisis Komparatif Keamanan Aplikasi Pengelola Kata Sandi Berbayar Lastpass, 1Password, dan Keeper Berdasarkan ISO/IEC 25010"
DIMAS FEBRIYAN PRIAMBODO,Remote Penetration Testing with Telegram Bot
DIMAS FEBRIYAN PRIAMBODO,Comparison of Machine Learning Techniques on Snort for Predicting Realtime DoS and Probe Attack
DIMAS FEBRIYAN PRIAMBODO,Resource Modification On Multicore Server With Kernel Bypass
DIMAS FEBRIYAN PRIAMBODO,Honeypot-as-a-Service dengan Kubernetes Cluster
DIMAS FEBRIYAN PRIAMBODO,Cloud Storage untuk Embedded Intrusion Detection System
DIMAS FEBRIYAN PRIAMBODO,Implementasi Analytical Hierarchy Process Dan Metode Perbandingan Eksponensial Untuk Pemberian Reward Karyawan
DIMAS FEBRIYAN PRIAMBODO,Implementasi Deteksi Judul Berita Clickbait Berbahasa Indonesia dengan pre-trained model Multilingual BERT Pada Aplikasi Berbasis Chrome Extension
DIMAS FEBRIYAN PRIAMBODO,Security Assessment Aplikasi Mobile E-Kinerja dengan Acuan OWASP Top 10 Mobile Risks
DIMAS FEBRIYAN PRIAMBODO,TIA-942 Approach dengan Computational Fluid Dynamic untuk Data Center
DIMAS FEBRIYAN PRIAMBODO,Hardening a work from home network with wireguard and suricata
DIMAS FEBRIYAN PRIAMBODO,Cyberaksi 3.0 Empowering Cybersecurity Skill
DIMAS FEBRIYAN PRIAMBODO,Automated Matching Skills to Improve the Accuracy of Job Applicant Selection Using Indonesian National Work Competency Standards
DIMAS FEBRIYAN PRIAMBODO,"Quantifying of runC, Kata and gVisor in Kubernates"
DIMAS FEBRIYAN PRIAMBODO,"Security Awareness Framework untuk Usaha Mikro, Kecil dan Menengah di Indonesia"
DIMAS FEBRIYAN PRIAMBODO,Ethereum Smart Home for Denial of Service and Single Point of Failure.
DIMAS FEBRIYAN PRIAMBODO,"PROCTOR: A Robust URL Protection System Against Fraudulent, Phishing, and Scam Activities"
DIMAS FEBRIYAN PRIAMBODO,Comparative Study of Open-source Firewall
DIMAS FEBRIYAN PRIAMBODO,Securing Networks with Port Knocking: An Experimental Study on Ubuntu and Kali
DIMAS FEBRIYAN PRIAMBODO,A Systematic Literature Review on Operating System Security: Distribution and Issues
DIMAS FEBRIYAN PRIAMBODO,Portable Malware Scanner Based on Embedded Devices
DIMAS FEBRIYAN PRIAMBODO,Embedded Wids Kismet Sebagai Perangkat Deteksi Serangan Data Link Layer Wi-Fi Access Point
DIMAS FEBRIYAN PRIAMBODO,Analisis malware secara hybrid untuk pembuatan indicator of compromise (IOC) berdasarkan structured threat information expression (STIX) versi 2.1
DIMAS FEBRIYAN PRIAMBODO,Implementasi secret engine pada vault sebagai sistem keamanan basis data dalam lingkungan microservice
DIMAS FEBRIYAN PRIAMBODO,"Forensik jaringan serangan malware, port scanning, ping of death berdasarkan network forensics development life cycle (NFDLC)"
DIMAS FEBRIYAN PRIAMBODO,Implementasi sistem passwordless dan multi factor authentication (MFA) untuk keamanan sistem login aplikasi berbasis android
DIMAS FEBRIYAN PRIAMBODO,Analisis Mylobot Malware dengan Menggunakan Pendekatan Hybrid Analysis
DIMAS FEBRIYAN PRIAMBODO,Implementasi Otomasi Uji Penetrasi Serangan Terdistribusi Menggunakan Dynamic Infrastructure Framework Axiom pada Sistem Berbasis Web
DIMAS FEBRIYAN PRIAMBODO,"Analisis Komparatif Keamanan Aplikasi Berbasis Sistem Operasi Android Berdasarkan Mobile Application Security VErification Standard, NIST SP 800-163 Rev 1 dan NIAP Protection …"
DIMAS FEBRIYAN PRIAMBODO,Perancangan Instrumen Audit Keamanan Siber untuk SPBE
DIMAS FEBRIYAN PRIAMBODO,Analisis komparatif protokol VPN pada IPv6 berdasarkan quality of service
DIMAS FEBRIYAN PRIAMBODO,Implementasi Elastic Endpoint Security Sebagai Endpoint Detection Response (EDR) untuk Proteksi dan Manajemen Kerentanan Aset pada Dinas Komunikasi dan Informatika Kabupaten Bogor
DIMAS FEBRIYAN PRIAMBODO,Analisis Komparatif Bukti Digital pada Aplikasi Whatsapp Messenger Berbasis Desktop Berdasarkan Integrated Digital Forensics Investigation Framework VErsion 2 (IDFIF V2)
DIMAS FEBRIYAN PRIAMBODO,Comparative Quality of Service Analysis of VPN Protocols on IPv6
DIMAS FEBRIYAN PRIAMBODO,Tinjauan strategis keamanan siber Indonesia: teknologi cloud dan tata kelola data
DIMAS FEBRIYAN PRIAMBODO,Security Assessment Aplikasi Mobile Pemerintahan dengan Acuan OWASP Top 10 Mobile Risks
DIMAS FEBRIYAN PRIAMBODO,Identifikasi Malware Berdasarkan Artefak Registry Windows 10 Menggunakan Regshot dan Cuckoo
DIMAS FEBRIYAN PRIAMBODO,Peningkatan Kesadaran Keamanan Informasi Melalui Kegiatan Online Workshop Menggunakan Platform Quizizz
DIMAS FEBRIYAN PRIAMBODO,Implementasi KRACK dan KRACK Detector terhadap Wpa_Supplicant pada Perangkat Android dan Linux Ubuntu
DIMAS FEBRIYAN PRIAMBODO,Tinjauan Strategis Keamanan Siber Indonesia–Menuju Era Teknologi 5G
DIMAS FEBRIYAN PRIAMBODO,Pengembangan Sistem Informasi Pada Dinas Sosial Kabupaten Kolaka Guna Menunjang Keberhasilan Pelayanan Sosial Pada Masyarakat Berbasis Web
DIMAS FEBRIYAN PRIAMBODO,Purwarupa Sistem Smart Kawasan Tanpa Rokok di Sekolah Berbasis Internet of Things Untuk Menekan Prevalensi Perokok Anak
DIMAS FEBRIYAN PRIAMBODO,Pemrograman Jaringan Dengan Python
DIMAS FEBRIYAN PRIAMBODO,Best Practice Layer 2 Security for remote Vocational Education
DIMAS FEBRIYAN PRIAMBODO,Observe-Orient-Decide-Act (OODA) for Cyber Security Education
DIMAS FEBRIYAN PRIAMBODO,"Mini Solar Home System for Electricity Supply in Coastal Rural Area, Case Study: Yogyakarta, Indonesia"
DIMAS FEBRIYAN PRIAMBODO,Multilayers Physical Authentication and NoSQL PRESENT algorithm for Data Center
DIMAS FEBRIYAN PRIAMBODO,OmeTV Pretexting Phishing Attacks: A Case Study of Social Engineering
DIMAS FEBRIYAN PRIAMBODO,High Througput Multicore Server Dengan Kernel Bypass
SANTI INDARJANI,Insertion attack effects on standard PRNGs ANSI X9. 17 and ANSI X9. 31 based on statistical distance tests and entropy difference tests
SANTI INDARJANI,Square attack on Mini-AES and Simplified AES using all variants of active nibble position
SANTI INDARJANI,Comparison the insertion attack effects on randomness property of Dragon and Rabbit stream cipher
SANTI INDARJANI,Differential attack on mini-AES
SANTI INDARJANI,Algebraic attack on Mini-AES algorithm
SANTI INDARJANI,"Insertion attack effects on some PRNGs based on NIST randomness tests tool: Case study on ANSI-X9. 17, ANSIX9. 31, Dragon and Rabbit algorithms"
SANTI INDARJANI,Indistinguishable of AES-based PRNG against Modification Attack Based on Statistical Distance Tests and Entropy Measures
SANTI INDARJANI,Square attack on 4 round Midori64
SANTI INDARJANI,Integral Attack on 5 Rounds SLIM Algorithm
SANTI INDARJANI,Comparison of Meet-in-the-middle Attacks on 2-DES and 2-AES with Four Scenarios
SANTI INDARJANI,Algebraic Attack on 2-Round SMALLPRESENT-[2] Algorithm
SANTI INDARJANI,A Linear Cryptanalysis On Simplified Kuznyechik 2
SANTI INDARJANI,Implementasi invisible steganography via generative adverserial network (ISGAN) untuk steganografi gambar
SANTI INDARJANI,Kajian Matematis Mekanisme Enkapsulasi Kunci Kyber. CCAKEM Berbasis Masalah Learning With Error
SANTI INDARJANI,Integral Attack pada Reduced Round Algoritme SLIM
SANTI INDARJANI,Rancang bangun honeynet yang diintegrasikan dengan intrusion detection system menggunakan virtualisasi server berbasis Promox VE
SANTI INDARJANI,Hortex: Fungsi Hash Chaotic Sponge
SANTI INDARJANI,Search for rectangle distinguisher 16 round on LBlock
SANTI INDARJANI,TA-Impossible Differential Attack pada LBlock-s
SANTI INDARJANI,The Randomness Property of a Random Sequence Based on Occurrence Probability of an m-bits Pattern after Insertion Attack with NOL and OL Pattern Approaches.
SANTI INDARJANI,DISERTASI-TA. EFEK SERANGAN PENYISIPAN DAN MODIFIKASI PADA PSEUDORANDOM NUMBER GENERATOR BERDASARKAN STUDI EMPIRIS DAN TEORITIS
SANTI INDARJANI,Modification Attack Effects on PRNGs: Empirical Studies and Theoretical Proofs
SANTI INDARJANI,TOLERANCE MEASUREMENT RESULT OF RANDOMNESS IN A SERIES OF BINARY RANDOM NUMBER GENERATOR TO INSERTION ATTACKS
SANTI INDARJANI,Words of Welcoming
SANTI INDARJANI,ALGEBRAIC ATTACK PADA SIMPLIFIED DATA ENCRYPTION STANDARD (S-DES)
SANTI INDARJANI,Measuring the Insertion Attack Effect on Randomness Property of AES-based Pseudorandom Generator
RINI WISNU WARDHANI,Implementation of RSA 2048-bit and AES 256-bit with digital signature for secure electronic health record application
RINI WISNU WARDHANI,Depth-optimization of quantum cryptanalysis on binary elliptic curves
RINI WISNU WARDHANI,A high-performance ecc processor over curve448 based on a novel variant of the karatsuba formula for asymmetric digit multiplier
RINI WISNU WARDHANI,Space and time-efficient quantum multiplier in post quantum cryptography era
RINI WISNU WARDHANI,Design and Implementation of Smart Card based Secure Key Storage The Blockchain E-voting Application
RINI WISNU WARDHANI,Toward Enhanced Attack Detection and Explanation in Intrusion Detection System-Based IoT Environment Data
RINI WISNU WARDHANI,Reducing the depth of quantum flt-based inversion circuit
RINI WISNU WARDHANI,Design of a snort-based IDS on the raspberry pi 3 model B+ applying TaZmen sniffer protocol and log alert integrity assurance with SHA-3
RINI WISNU WARDHANI,Block cipher and stream cipher algorithm performance comparison in a personal VPN gateway
RINI WISNU WARDHANI,Analysis of Secure Bit Rate for Quantum Key Distribution based on EDU-QCRY1
RINI WISNU WARDHANI,Fast implementation of AES on Cortex-M3 for security information devices
RINI WISNU WARDHANI,Implementation AES with digital signature for secure web-based electronic archive
RINI WISNU WARDHANI,Implementation of Secure Hash Algorithm–3 for Biometric Fingerprint Access Control Based on Arduino Mega 2560
RINI WISNU WARDHANI,Two new lightweight cryptographic hash functions based on saturnin and beetle for the Internet of Things
RINI WISNU WARDHANI,Design of Automated Polarization based on EDU-QCRY 1
RINI WISNU WARDHANI,Least significant bit steganography method for the digital data protection in the barcode
RINI WISNU WARDHANI,The study of blockchain technology in election system
RINI WISNU WARDHANI,Design automation of single photon counting method for quantum random number generation
RINI WISNU WARDHANI,Comparison of Trivium and Random Number Generator Arduino for Challenge Value in Color Combo Authentication Scheme on Arduino
RINI WISNU WARDHANI,Towards Hybrid Classical Deep Learning-Quantum Methods for Steganalysis
RINI WISNU WARDHANI,High-and Half-Degree Quantum Multiplication for Post-Quantum Security Evaluation
RINI WISNU WARDHANI,Quantum Circuits for High-Degree and Half-Multiplication for Post-quantum Analysis
RINI WISNU WARDHANI,"Trend of Paradigm for integrating Blockchain, Artificial Intelligence, Quantum Computing, and Internet of Things"
RINI WISNU WARDHANI,Implementasi Algoritme Shor pada Sirkuit Kuantum untuk Cracking Algoritme RSA
RINI WISNU WARDHANI,Present-80 Encryption Algorithm Implementation on GPRS Arduino Mega-2560 Cyber Physical Tracking System
RINI WISNU WARDHANI,Perancangan dan simulasi teknologi blockchain berbasis hyperledger pada sistem rekam medis terdistribusi
RINI WISNU WARDHANI,"S-EBank: A proposed signcryption, pair based text, two factor, and mutual authentication scheme for Secure E-banking"
RINI WISNU WARDHANI,Lock-in Amplifiers
EKO YON HANDRI,"Evaluating the People, Process, and Technology Priorities for NIST Cybersecurity Framework Implementation in E-Government"
EKO YON HANDRI,Penentuan Model Kepercayaan Infrastruktur Kunci Publik di Indonesia dengan Pendekatan Analytic Hierarchy Process
EKO YON HANDRI,Information System Approaches in Cybersecurity
