dosen,judul
NANANG TRIANTO,Analisis Kebutuhan Jabatan Fungsional Sandiman sebagai Dasar Pemetaan Rencana Strategis Sumber Daya Manusia (SDM) Sandi pada Direktorat III Jaksa Agung Muda Intelijen Kejaksaan Agung Republik Indonesia
ARIF RAHMAN HAKIM,Perancangan manajemen risiko keamanan informasi layanan jaringan Pusdatik BSSN berdasarkan kerangka kerja ISO/IEC 27005:2018 dan NIST SP 800-30 revisi 1
ARIF RAHMAN HAKIM,Perancangan Dokumen Kebijakan Manajemen Kunci  Pada Kementerian Dalam Negeri  dalam Penerbitan KTP Elektronik
HERMAWAN SETIAWAN,Evaluasi implementasi sistem informasi Aplikasi Manajemen Sertifikat (AMS) menggunakan Human Organization Technology (HOT)-fit model
RINI WISNU WARDHANI,Rancang Bangun Prototype Kendali Akses dengan Menerapkan Skema Color Combo pada Arduino
SUSILA WINDARTA,Rekonstruksi Analisis Aspek Keamanan Mode Diffie-Hellman (DH) Transport Layer Security 1.3 (TLS 1.3) Handshake Protocol draf 13 Menggunakan TAMARIN PROVER
MAGFIRAWATY,Rancang Bangun Prototipe Pemecah Password Algoritme SHA-1 dengan Menggunakan Metode Dictionary Attack
BETY HAYAT SUSANTI,Serangan kolisi pada 12 varian skema fungsi hash Preneel-Govaerts-Vandewalle (PGV) berbasis PRESENT-80 4-Round menggunakan pendekatan Iterative Differential
SANTI INDARJANI,Pencarian kuartet amplified boomerang pada 2-round algoritme DLBCA
ANNISA DINI HANDAYANI,Evaluasi Kebijakan Manajemen Kunci pada Sistem Telekomunikasi Terbatas Sebagai Upaya Optimalisasi Persandian di Lingkungan Kepolisian Negara Republik Indonesia
SETIYO CAHYONO,Pembuatan program automasi pencarian malicious file pada aplikasi berbasis web
ANNISA DINI HANDAYANI,SERANGAN DIFERENSIAL PADA ALGORITME GIFT-64 10 PUTARAN MENGGUNAKAN METODE BRANCH AND BOUND
SUSILA WINDARTA,Rahali ; Modifikasi Algoritme Stream Chipper SNOW 3G dengan penambahan Piecewise Linier Chaotic Map
DESI MARLENA,Implentasi Tanda Tangan Elektronik Menggunakan Fungsi Hash MAC SHA-512 Sebagai Fitur Autentikasi Pada Arsip Statis Elektronik Arsip Nasional Republik Indonesia (ANRI)
AMIRUDDIN,Perancangan Security Functional Requirements untuk Pengembangan Aplikasi Secure Chat Berdasarkan Common Criteria for IT Security Evaluation Version 3.1:2017
MOHAMAD SYAHRAL,Implementasi Deteksi Uniform Resource Locator (URL) Pada Gambar Steganografi Least Significant Bit (LSB)
RINI WISNU WARDHANI,Rancang Bangun Prototype Modul Key Management pada Mikrokontroler Arduino Mega 2560
ARIF RAHMAN HAKIM,Analisis keamanan aplikasi Rocket.Chat berbasis web berdasarkan Application Security Verification Standard: studi kasus Poltek SSN
BETY HAYAT SUSANTI,Penerapan Correcting Block Attack pada Algoritme Fungsi Hash Berbasis Sponge Function Reduced NEEVA
ANDRIANI ADI LESTARI,"Serangan universal forgery pada skema fungsi hash Ft, LightMAC_Plus, dan LightMAC_Plus2 berbasis algortime DLBCA"
OBRINA CANDRA BRILIYANT,Implementasi graphical one-time password authentication scheme pada application locker untuk kendali akses aplikasi smartphone berbasis android
SANTI INDARJANI,Penerapan Uji Statistik Filiol Pada Algoritma Block Cipher CFF
SRI ROSDIANA,Pencarian Differential Charateristic Terbaik Algoritma Serpent Dua Round
SANTI INDARJANI,Desain Algoritma Pilgrim Stream Cipher
ARIF RAHMAN HAKIM,Implementasi Honeywords pada Password Manager untuk Mengatasi Password Cracking dan Mencegah Brute-Force Attack
RADEN BUDIARTO HADIPRAKOSO,Rancang bangun aplikasi pengelolaan naskah dinas elektronik Poltek SSN berbasis web menggunakan metode WDLC
SANTI INDARJANI,Pengujian Keacakan Skema Fungsi Hash Miyaguchi-Preneel Berbasis AES Menggunakan Linear Span Test
AMIRUDDIN,Analisis Perbandingan Performa Kecepatan Proses Skema Signcryption dan Skema Signature-Then-Encrytpion PGP pada Implementasi E-Mail Client
SRI ROSDIANA,Desain Algoritma Enkripsi Kunci Publik Berbasis Matriks Invers
ANDRIANI ADI LESTARI,Kriptanalisis Integral pada SKINNY-64-64 Putaran Tereduksi
EKO YON HANDRI,Rancang Bangun Aplikasi Pengelolaan Inventarisasi Material Khusus Intelijen Aman di Dinas Pengamanan dan Persandian Angkatan Udara
BETY HAYAT SUSANTI,"Analisis Penerapan Algoritma SIMON-32, SPECK-32, dan SIMECK-32 pada Skema Fungsi Hash MATYAS-MEYER-OSEAS, DAVIES-MEYER, dan MIYAGUCHI-PRENEEL Menggunakan Fixed Point Attack"
SETIYO CAHYONO,Implementasi Protokol Pengelolaan Sertifikat Digital pada Aplikasi SC-PKI sebagai Pengembangan Aplikasi Secure Instant Messaging
NANANG TRIANTO,Perancangan Rencana Strategis Sekolah Tinggi Sandi Negara Tahun 2015-2019
OBRINA CANDRA BRILIYANT,Implementasi Secure Sms Dengan Pseudo Random Bit Generator Berbasis Chaotic Logistic Map pada Smartphone Berbasis Android
BETY HAYAT SUSANTI,Desain Algoritma Block Cipher C-TEA (Chaotic-TEA)
RINI WISNU WARDHANI,Rancang Bangun Repositori Institusi Tugas Akhir Mahasiswa STSN dengan Menerapkan Algoritma AES-128 dan Location Based Access Control (LBAC) di Perpustakaan STSN
SANTI INDARJANI,Uji Ketahanan Algoritma Simplified DES (Data Encryption Standard) Terhadap Differential Cryptanalysis Dengan Penerapan Konsep Rantai Markov
SETIYO CAHYONO,Implementasi Skema Signcryption Berbasis Elliptic Curve Cryptography (ECC) pada Aplikasi E-Mail Client STE-11
ANDRIANI ADI LESTARI,Meet-in-the-middle Attack pada 20-Round Algoritma
DESI MARLENA,Rancang Bangun Aplikasi QR-Code Generator Dan Verifikator Pada Surat Tanda Nomor Kendaraan (STNK) Dengan Menerapkan Digital Signature Dan Two Level Quick Response Code
MOHAMAD SYAHRAL,Implementasi Steganografi Video pada Video dengan Metode Enkripsi XOR dan Teknik Embedding LSB
DION OGI,Implementasi protokol QR code based mutual authentication pada smartphone android dan SBC raspberry pi 3 model b untuk mengatasi serangan berbasis jaringan dan keterbatasan perangkat autentikasi internet of things (IOT)
SRI ROSDIANA,DESAIN ALGORITMA ENKRIPSI EK-4: BLOCK CIPHER BASED ON UNBALANCED FEISTEL NETWORK
HERMAWAN SETIAWAN,"Rancang bangun aplikasi secure disposisi elektronik dengan menerapkan algoritma blowfish, SHA-512, dan RSA digital signature pada Dinas Pengamanan dan Persandian TNI Angkatan Udara"
HERMAWAN SETIAWAN,Modifikasi sistem informasi narkoba Badan Narkotika Nasional (SIN BNN) berbasis web dengan menerapkan layanan keamanan berdasarkan vulnerability web system
SUSILA WINDARTA,Serangan Pemalsuan Universal Terhadap Skema MergeMAC
ARIF RAHMAN HAKIM,Perancangan Pedoman Mutu Lembaga Sertifikasi Produk (LSPro) pada Subdirektorat Fasilitasi Standardisasi dan Sertifikasi Keamanan Perangkat Teknologi Informasi sesuai dengan SNI ISO/IEC 17065:2012
SANTI INDARJANI,Desain Algoritma Block Cipher Chaotic Encryption Algorithm (CEA) Berbasis pada Pemetaan CHAO
HERMAWAN SETIAWAN,Implementasi skema Lashkari et al dan convergent encryption pada aplikasi secure deduplication berbasis cloud
SANTI INDARJANI,Pencarian rectangle distinguisher 16 putaran pada Lblock
NANANG TRIANTO,Penilaian Tingkat Budaya Keamanan Informasi menggunakan Information Security Culture Framework (ISCF) di Badan Siber dan Sandi Negara
DION OGI,Implementasi Skema Honey Encryption pada Aplikasi Password Manager Berbasis Android
SRI ROSDIANA,Desain Skema Online Secret Sharing Cratoon
BETY HAYAT SUSANTI,SAC Test pada DM-PRESENT-80 dan DM-PRESENT-128
OBRINA CANDRA BRILIYANT,Rencana penerapan cyber-risk management menggunakan NIST Cyber Security Framework (CSF) for improving critical infrastructure dan COBIT 5 (studi kasus: sistem informasi pertahanan negara)
MOHAMAD SYAHRAL,Implementasi skema lightmac berbasis Simeck pada Mikrokontroler STM32 menggunakan prosesor ARM Cortex-M3 sebagai modul otentikasi
SANTI INDARJANI,Bit pattern based integral attack pada reduced round algoritme present
AMIRUDDIN,Desain Protokol Secure 2 Step Authentication (S2SA) dengan Menerapkan Mutual Authentication dan Two Channel Authentication Menggunakan Layanan Short Message Service (SMS) pada Layanan Internet Banking
HERMAWAN SETIAWAN,Manajemen Risiko Proses Pengamanan Informasi Rahasia pada Markas Besar TNI Angkatan Udara (Mabes AU) Berbasis ISO 31000
MOHAMAD SYAHRAL,Implementasi Proxy Blind Signature pada Aplikasi Digital Cash Berbasis Android
SETIYO CAHYONO,Implementasi Lightweight Micropayment Scheme Based On Hash Chain and Lagrange Interpolation Formula pada Mobile Micropayment Berbasis Android
ANNISA DINI HANDAYANI,Penerapan Boomerang Attack pada Dua Round Algoritme DLBCA
ARIZAL,Analisis komparatif hasil forensik digital dengan metode live forensics pada Telegram portable yang menerapkan dan tidak menerapkan anti-forensik
GIRINOTO,Implementasi algoritme k-means clustering untuk analisis log pada web server
ARIZAL,Implementasi Sms-Based One-Time Password Stealing Attack pada Akun Aplikasi Android Menggunakan Digispark Atitiny85
ARIZAL,Investigasi insiden kebocoran data menggunakan integrasi kerangka kerja open source intelligence dengan detection maturity level model
ARIZAL,"Perbandingan bukti digital aplikasi instant messaging WhatsApp, Telegram, dan Messenger pada iOS"
SETIYO CAHYONO,Penerapan Metode Pair Based Text Authentication Scheme pada Aplikasi Screen Lock sebagai Alternatif dalam Meningkatkan Keamanan Smartphone Android (Ice Cream Sandwich)
HERMAWAN SETIAWAN,Analisis Keamanan â€œTeknologi dan Keamanan Informasiâ€ Pada Sistem Informasi Perpustakaan (Studi Kasus: Sekolah Tinggi Sandi Negara)
MUHAMMAD YUSUF BAMBANG SETIADJI,Otomatisasi karma attack
NANANG TRIANTO,Analisis faktor penerimaan sertifikat elektronik pengguna sistem pengadaan secara elektronik dengan pemodelan Unified Theory Of Acceptance And Use Of Technology (UTAUT)
HERMAWAN SETIAWAN,Analisis Kebutuhan Pendidikan dan Pelatihan (Diklat) dalam Rangka Meningkatkan Kompetensi Pegawai pada Deputi Bidang Pengkajian Persandian (Deputi III) Lembaga Sandi Negara
HERMAWAN SETIAWAN,Faktor-Faktor yang Mempengaruhi Prestasi Belajar Mahasiswa Sekolah Tinggi Sandi Negara Tahun Akademik 2010/2011
SANTI INDARJANI,Pencarian Differential Characteristic 13-Round SIMON32/64 Menggunakan Algoritma Matsui dan Branch-and-Bound
ANNISA DINI HANDAYANI,"Differential Cryptanalysis pada 8 Round Algoritma KLEIN-64, KLEIN-80, dan KLEIN-96"
MUHAMMAD YUSUF BAMBANG SETIADJI,Perancangan Arsitektur Keamanan Kontrak Elektronik pada E-Purchasing pada Sistem Pengadaan Barang/Jasa Pemerintah Secara Elektronik (SPSE) Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah
DION OGI,Implementasi sistem deteksi malware menggunakan Honeypot Dionaea dan ELK Stack
HERMAN KABETTA,Studi tentang web race condition sebagai acuan pembuatan sebuah modul praktikum
RINI WISNU WARDHANI,Rancang Bangun Aplikasi Arsip Elektronik Rahasia Untuk Kamar Sandi Pusat Intelijen Angkatan Darat (AERUKASAP) dengan Algoritma Enkripsi AES-128 dan Algoritma Tanda Tangan Digital RSA-2048
DESI MARLENA,Rancang bangun pseudo random number generator berbasis boolean chaotic oscillator dengan algoritma grain pada arduino mega
MARETA WAHYU ARDYANI,Penerapan skema Secret Sharing Ding et al. pada algoritme tanda tangan digital berbasis Conic Curve Cryptography
MUHAMMAD YUSUF BAMBANG SETIADJI,Perencanaan Manajemen Risiko Keamanan Informasi Sistem Informasi Manajemen Rumah Sakit (SIMRS) Rumah Sakit Pusat Angkatan Darat (RSPAD) Gatot Soebroto
SANTI INDARJANI,PENCARIAN BIT PATTERN BASED INTEGRAL DISTINGUISHER PADA REDUCED ROUND ALGORITME RECTANGLE-80
SUSILA WINDARTA,Kriptanalisis Peyrin et al. pada Simon-Jambu 64/96
SETIYO CAHYONO,Aplikasi  File Encryption  Pada  Perangkat  Keras Berbasis Sistem Operasi Android dengan Pattern Code  Untuk  Nilai Awal  Pembangkit  Kunci Algoritma AES
MARETA WAHYU ARDYANI,Modifikasi Tanda Tangan Agregat Tanpa Sertifikat Menggunakan Varian Tanda Tangan Digital RSA Jaw Hong Seo
MOHAMAD SYAHRAL,Implementasi Sram physical unclonable function berbasis three chaotic logistic maps sebagai pembangkit bilangan acak
MAGFIRAWATY,Implementasi faktor otentikasi time-based one time password pada tanda tangan elektronik detached signature menggunakan smart card sebagai media penyimpanan kunci pribadi
GIRINOTO,Studi kerawanan perangkat lunak pada permainan MMORPG: studi kasus pada Pwn Adventure 3
ARIF RAHMAN HAKIM,Modifikasi key schedule pada algoritma Lblock-s
SUSILA WINDARTA,Serangan second preimage dan serangan kolisi pada skema Lin et al. berbasis Simeck32/64
MOHAMAD SYAHRAL,"Rancang Bangun Aplikasi Sistem Informasi Manajemen Rumah Sakit Rumah Sakit Pusat Angkatan Darat Gatot Subroto dengan menerapkan Algoritma AES-256,Whirlpool, dan RSA Digital Signature"
BETY HAYAT SUSANTI,Desain Algoritma Kunci Publik RZ-701 Berbasis Polinomial CHEBYSHEV
SANTI INDARJANI,Penerapan Differential Cryptanalysis pada Reduced Round PRIDE
RINI WISNU WARDHANI,Analisis Perbandingan Algoritma Aria dengan Algoritma Aria Modifikasi (Menggunakan 11 Variasi S-Box yang Berbeda)
RAHMAT PURWOKO,"Analisis Perbandingan Kekuatan Kriptografis Algoritma Baby Rijndael, Simplified Aes, dan Mini-Aes Menggunakan Impossible Differential Attack"
RADEN BUDIARTO HADIPRAKOSO,Desain Algoritma Stream Cipher ATHS3
IRA ROSIANAL HIKMAH,"Tinjauan Awal Penentuan Letak Initialization Vector Dalam Kriptogaram Sebagai Salah Satu Key Input Pada Algoritma HCA-600 Dengan Metode Trial and Error"""""
RADEN BUDIARTO HADIPRAKOSO,Pengaruh Tunjangan Pengamanan Persandian (TTP) Terhadap Kinerja Sumber Daya Manusia Persandian di Lembaga Sandi Negara
RINI WISNU WARDHANI,Studi Evaluatif Kepka Lemsaneg Nomor 76/K/KEP.4.003/2000 Tentang Sistem Persandian Negara (SISDINA)
RADEN BUDIARTO HADIPRAKOSO,Analisis Pemodelan Serangan Advanced Persistent Threat dengan Menggunakan Diamond Model of Intrusion Analysis dan Kill Chain
MAGFIRAWATY,Implementasi skema secure and lightweight authentication protocol pada prototipe rumah pintar
MAGFIRAWATY,Formulasi Strategi Organisasi Kantor Sandi Daerah (KSD) Pemerintah Provinsi Lampung
ARIZAL,PEMANFAATAN DIGITAL SIGNATURE PADA APLIKASI INTRA OFFICE MEMO AUTOMATION (IOM) DI PUSAT KOMUNIKASI DEPARTEMEN LUAR NEGERI
RINI WISNU WARDHANI,Penilaian Risiko Keamanan Informasi pada Sistem Manajemen Kunci Produk OOO di Kementerian Luar Negeri dengan Metode Octave Allegro
NIA YULIANTI,"Rancang bangung model machine learning untuk mendeteksi malicious webpage dengan metode Wang, et al. (2017)"
IRA ROSIANAL HIKMAH,Rekomendasi secure code Sistem Informasi Akademik dan Pengasuhan (SIAP) Politeknik Siber dan Sandi Negara (Poltek SSN) berdasarkan hasil code review mengacu pada OWASP Code Review Guide
NADIA PARAMITA RETNO ADIATI,"Penilaian kapabilitas kolaborasi tools GRR Rapid Response (GRR), Plaso, dan Timesketch untuk analisis lanjutan insiden Trojan Hawkeye"
HERMAN KABETTA,Implementasi Online Examination Digital Forensics Readiness Architecture (OEDFRA) pada Safe Exam Browser (SEB) untuk mendukung investigasi kecurangan ujian online
NIA YULIANTI,Distinguishing Attack dan Second - Preimage Attack pada Algoritma AES dengan Skema EMAC
ARIZAL,Perancangan Sistem Otentikasi Suara dengan Menggunakan Metode Mel Frequency Cepstral Coefficient (MFCC) pada Proses Feature Extraction
DIMAS FEBRIYAN PRIAMBODO,RANCANG BANGUN APLIKASI SISTEM TANDA TANGAN DIGITAL MENGGUNAKAN KRIPTOGRAFI VISUAL DAN STEGANOGRAFI PADA FILE GAMBAR
JECKSON SIDABUTAR,Rancang Bangun Aplikasi Stegandroid dengan Menerapkan Steganografi dan Hybrid Cryptography Sebagai Solusi Pengamanan Pesan Pada Citra Digital dengan Menggunakan Metode Least Significant Bit dan Digital Signature Pada Smartphone Berbasis Android
RAHMAT PURWOKO,ORGANISASI PERSANDIAN LEMBAGA SANDI NEGARA
DIMAS FEBRIYAN PRIAMBODO,KAJIAN MATEMATIS PEMANFAATAN QUADRATIC RESIDUE PADA SKEMA CLIFFORD COCKS' IDENTITY BASED ENCRYPTION SCHEME  BASED ON QUADRATIC RESIDUES
SEPHA SISWANTYO,SISTEM TRANSPOSISI
IRA ROSIANAL HIKMAH,ADMINISTRASI BIRO SANDI DEPARTEMEN LUAR NEGERI
I KOMANG SETIA BUANA,Upaya mengatasi Hambatan Dalam Penerapan Petunjuk Pengamanan Persandian ABRI Di Lingkungan TNI-AU
AGUS REZA ARISTIADI NURWA,PENGELOLAAN ARSIP DI LEMBAGA SANDI NEGARA
RADEN BUDIARTO HADIPRAKOSO,Upaya Pembentukan Kamar Sandi Standar di Bank Indonesia
I KOMANG SETIA BUANA,Pengantar Sistem Komputer ; Untuk Sekolah Tinggi Sandi Negara Tingkat I/Semester 2
AGUS REZA ARISTIADI NURWA,PERANAN BASIC KEY DAN MASSAGE KEY PADA SHIFT REGISTER DAN TEKS SANDI DARI MESIN SANDI H-460 SERTA HC-550
MOHAMAD SYAHRAL,Pemeriksaan Kesalahan Sinyal Digital Terhadap Keabsahan CIPHERTEXT Dengan CYCLIC REDUNDANCY CHECK Dalam Komunikasi Data
TIYAS YULITA,USAHA PENYEMPURNAAN PENGELOLAAN ARSIP DOKUMENTASI PADA BIRO KEAMANAN LEMBAGA SANDI NEGARA
IRA ROSIANAL HIKMAH,PEMANFAATAN KERBEROS DALAM UPAYA SIMPLIFIKASI PASSWORD MANAGEMENT PADA JARINGAN KOMPUTER DI PUSAT KOMUNIKASI DEPARTEMEN LUAR NEGERI
IRA ROSIANAL HIKMAH,Peningkatan Status Aksasara dari D-III Menjadi D-IV Dalam Rangka Peningkatan Kualitas Lulusan Aksara
IRA ROSIANAL HIKMAH,Menemukan Kriteria Kriptografis Dalam Rangka Penggunaan Mesin Sandi Elektronis Berdasarkan Sample Mesin Sandi HC-550 Dan HCA-453
DIMAS FEBRIYAN PRIAMBODO,Perencanaan Kebutuhan Keamanan Fisik (Physical Security) Di Sekolah Tinggi Sandi Negara
NIA YULIANTI,Kamar sandi Standar Dalam Persandian Tentara Nasional Indonesia Angkatan Darat
ARIZAL,Perspektif Akademi Sandi Negara Dalam Menghadapi Masa Depan Persandian Indonesia
RADEN BUDIARTO HADIPRAKOSO,Upaya Peningkatan Pembinaan Sistim Sandi Di Lembaga Sandi Negara Dengan Pengadaan Buku Petunjuk Pembinaan Tentang Pembinaaan Sistim Sandi
ARIZAL,Upaya Standarisasi Klasifikasi Informasi dengan Menggunakan Metode Berbasis Resiko
IRA ROSIANAL HIKMAH,Menuju Implementasi Sistem Informasi Manajemen Nasional Di Lembaga Sandi Negara Dengan Manajemen Komputerisasi
SA'AADAH SAJJANA CARITA,PERANAN PERSANDIAN DALAM MENUNJANG KEGIATAN DIPLOMASI RI
SA'AADAH SAJJANA CARITA,PROSPEK KEGIATAN INTELIJEN KOMUNIKASI DI LINGKUNGAN PERSANDIAN INDONESIA
RAY NOVITA YASA,Perlunya Dukungan Persandian Dalam Menyelenggarakan SIMKARI di Kejaksaan Agung Republik Indonesia Ditinjau dari Segi Pengamanan
NURUL QOMARIASIH,PENGAMANAN PERSONIL PERSANDIAN KEJAKSAAN AGUNG
NADIA PARAMITA RETNO ADIATI,PERANAN PERSANDIAN DALAM KOMUNIKASI
DIMAS FEBRIYAN PRIAMBODO,Algebraic Attack pada Algoritma Mini-AES
AGUS REZA ARISTIADI NURWA,PENGARUH SUSUNAN DATA DALAM EPROM TERHADAP NILAI-NILAI KUNCI YANG DIHASILKAN PADA MESIN HCA-453
ARIZAL,MEMPERBAIKI KESALAHAN PADA HASIL SANDI MESIN HC-520
IRA ROSIANAL HIKMAH,Analisa kriptogram panjang sistem porta
MARETA WAHYU ARDYANI,Peningkatan Fungsi Lembaga Sandi Negara Dibidang Trilogi Persandian
I KOMANG SETIA BUANA,Perancangan pedoman mekanisme access control pada Sistem Informasi Kearsipan Dinamis (SIKD) Arsip Nasional Republik Indonesia (ANRI) berdasarkan SNI ISO/IEC 27002:2014
TIYAS YULITA,Implementasi Algoritma Penyandian AIC2 Pada DSP Starter Kit Sebagai Modul Penyandian Suara
DIMAS FEBRIYAN PRIAMBODO,Rancang Bangun Modul Enkripsi/Dekripsi Teks Berbasis Mikrokontroller dengan Menggunakan Modul Radio Frekuensi sebagai Transmitter dan Receiver
AMIRUDDIN,Rancang Bangun Sistem Pengamanan Aplikasi Kriptografi Menggunakan Dongle Berbasis Mikrokontroler
ARIZAL,Implementasi Skema Steganografi Aneesh dan Indranil dengan memanfaatkan aplikasi Instant messenger sebagai Media Pengiriman
TIYAS YULITA,Penggunaan Pola kata daloam analsa sistem playfair
IRA ROSIANAL HIKMAH,Perancangan manajemen risiko Otoritas Sertifikat Digital Layanan Universal (OSD LU) kelas 2 balai sertifikasi elektronik dalam pelayanan sertifikat elektronik berdasarkan Cobit 5 for risk dan NIST SP 800-30 revisi 1
NURUL QOMARIASIH,"Konsep Dasar Algorithm Sistem Sandi RSA (Rivest, Shamir, Adleman) Dan Wujudnya Sebagai Salah Satu Implementasi Public Key"
RAY NOVITA YASA,Implementasi Tanda Tangan Digital Menggunakan Sertifikat Digital pada Sistem Informasi Persetujuan Pemusnahan Arsip di Lingkungan Arsip Nasional Republik Indonesai
I KOMANG SETIA BUANA,Usaha Penyempurnaan Pengelolaan Arsip Kawat Sandi Pada Suatu Unit Persandian Dalam Menunjang Kegiatan Pengamanan Persandian
I KOMANG SETIA BUANA,Rancang Bangun Prototipe Secure Location Navigator
HERMAN KABETTA,Perancangan Dokumen Manajemen Informasi di Sekolah Tinggi Sandi Negara dengan Pendekatan DAMA-DMBOK
AGUS REZA ARISTIADI NURWA,Simulasi Algoritma Stream Cipher Berbasis Linear Feedback Shift register (LFSR)untuk Voice Encryption
AGUS REZA ARISTIADI NURWA,Implementasi skema autentikasi dan enkripsi pada pengamanan transmisi quadcopter berbasis RFID
MOHAMAD SYAHRAL,Optimalisasi Pelaksanaan Kewenangan Lembaga Sandi Negara RI dalaM Akreditasi Lembaga Pendidikan dan Pelatihan Sandi di Indonesia
MAGFIRAWATY,Rancang Bangun Dongle Pengaman Sebagai Aplikasi Tambahan Untuk Otentikasi Pengguna Pada Komputer
DIMAS FEBRIYAN PRIAMBODO,Pencarian Karakteristik Diferensial 3 Round Algoritma RoadRunneR
RAY NOVITA YASA,Analisis Pengaruh Penggunaan Matriks Maximum Distance Separable (MDS) dan Pseudo-Hadamart Transform (PHT) Terhadap Sifat Difusi pada Fungsi F Algoritma Twofish dan Algoritma Twofish
DIMAS FEBRIYAN PRIAMBODO,Upaya Mendapatkan Algoritma Mesin Sandi H-460 Yang Diterapkan Ke Dalam Sistem Mikroprosesor M-6800 Melalui Pembacaan Isi EPROM
MARETA WAHYU ARDYANI,Strategi Pemulihan Sistem Pemberitaan Rahasia di Pusat Komunikasi Departemen Luar Negeri
MARETA WAHYU ARDYANI,Implementasi skema lamport pada RFID berbasis arduino mega 2560 sebagai akses kontrol keluar kampus di Sekolah Tinggi Sandi Negara
SEPHA SISWANTYO,Desain Protokol Otentifikasi Dalam Transaksi Internet Banking dengan Telepon Selular Sebagai Alat Pembangkit One Time Password
I KOMANG SETIA BUANA,Perancangan cyber-risk management menggunakan NIST Cyber Security Framework (CSF) dan Center for Internet Security (CIS) Standards pada Bidang Teknologi Informasi Badan Pengusahaan Batam
AGUS REZA ARISTIADI NURWA,Analisis Penerapan Pengamanan Kriptografi Guna Manjamin Keamanan Informasi Intelijen Tentara Nasional Indonesia Angkatan Darat
TIYAS YULITA,Analisis Kualitas Pelayanan Lemsaneg RI di Bidang Persandian Berdasarkan Pengukuran Tingkat Kepuasan Pengguna Persandian di Instansi Pemerintah dengan Menggunakan Pendekatan Dimensi SERVQUAL
HERMAN KABETTA,Upaya Mengoptimalkan Penggunaan Mesin Sandi HC - 530 Di Persandian TNI-AU
JECKSON SIDABUTAR,BEDAH BUKU SECURITY PLANNING & DISASTER RECOVERY
ARIZAL,"Penggunaan Tehnik Chaining Pada Model Penyandian Blok Data Encryption Standard Dengan Pemakaian Feedback Teks Terang Dan Teks Sandi"" Dan Feedback ""Teks Sandi"""""
IRA ROSIANAL HIKMAH,Perancangan Modulator dan Demodulator Digital
MARETA WAHYU ARDYANI,FAKTOR-FAKTOR YANG MEMPENGARUHI TUGAS DAN FUNGSI SANDI DAN KOMUNIKASI DALAM RANGKA PELAYANAN PENGIRIMAN DAN PENERIMAAN BERITA DI KEJAKSAAN REPUBLIK INDONESIA
IRA ROSIANAL HIKMAH,Persandian Sebagai Pendukung Kegiatan Perang Elektronika TNI-AU
TIYAS YULITA,Analisis Kebutuhan Persandian dalam Rangka Mengamankan Informasi Rahasi di Lembaga Penerbangan dan Antariksa Nasional
TIYAS YULITA,Upaya Mengatasi Hambatan Pada Pembinaan Personil Sandi Tentara Nasional Indonesia Angkatan Darat
ARIZAL,Optimalisasi Pemanfaatan Port Printer dan Port I/O Pada Mesin Sandi SN 200 XC.1 Sebagai Sarana Input Output Kode Morse Yang Disesuaikan Dengan Komunikasi Sandi Mabes TNI AL
NIA YULIANTI,Analisa Komponen Konfusi-Difusi Menggunakan Kriteria AVALANCHE EFFECT dan COMPLETENESS Pada Algoritma RC-6
SEPHA SISWANTYO,"PERANCANGAN SISTEM INFORMASI SECURE ELECTRONIC ARCHIVE (SEA) (STUDI KASUS : SUBBAGIAN PERSANDIAN KEMENTERIAN KOORDINATOR BIDANG POLITIK, HUKUM DAN KEAMANAN)"
TIYAS YULITA,Perancangan Sistem Informasi Secure Electronic Archive (Sea) (Studi Kasus: Subbagian Persandian Kemenko Polhukam)
TIYAS YULITA,ANALISIS PENERAPAN TANDA TANGAN ELEKTRONIK DALAM PENGELOLAAN ARSIP STATIS BERDASARKAN  UNDANG-UNDANG NOMOR 11 TAHUN 2008 TENTANG INFORMASI DAN TRANSAKSI ELEKTRONIK DAN UNDANG-UNDANG NOMOR 43 TAHUN 2009 TENTANG KEARSIPAN
IRA ROSIANAL HIKMAH,Analisis Penerapan Tanda Tangan Elektronik Dalam Pengelolaan Arsip Statis Berdasarkan Undang-Undang Nomor 11 Tahun 2008 Tentang Informasi dan Transaksi Elektronik dan Undang-Undang Nomor 43 Tahun 2009 Tentang Kearsipan
TIYAS YULITA,PEMANFAATAN HYPERTERMINAL SEBAGAI APLIKASI PENGIRIMAN FILE INFORMASI SANDI DI PERSANDIAN TNI AD
ARIZAL,PERANAN PERMUTASI KRIPTOGRAFIS MESIN SANDI HC-500 FAMILY
RAY NOVITA YASA,PERANAN MATHEMATIKA DALAM SISTEM PERSANDIAN
DIMAS FEBRIYAN PRIAMBODO,Peranan Dewan Pengajar Di Dalam Pendidikan Persandian
IRA ROSIANAL HIKMAH,POLA PENERAPAN SISTEM SATUAN KREDIT SEMESTER PADA AKADEMI SANDI NEGARA
DIMAS FEBRIYAN PRIAMBODO,Evaluasi Perencanaan Pembangunan Electronic Key Centre Pada Sub Direktorat Sistem Sandi Lembaga Sandi Negara
TIYAS YULITA,PENGGUNAAN FUNGSI ELLIPTIC CURVES PADA ALGORITMA TANDA TANGAN DIGITAL
NIA YULIANTI,Desain Algoritma Stream Cipher P3-SKG1
